KOActivity_1,KOActivity_2,KOActivity_3,Number of checks to be executed according to the suggestion,Minimum Check Number (Ideal Processing),Check Overprocessing
12900,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12901,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12903,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12906,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12908,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12909,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12914,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12920,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
12922,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12932,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12935,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12938,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12941,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12943,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12944,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12947,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12948,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12951,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12953,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12954,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12955,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12957,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
12962,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12966,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12981,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12987,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12988,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
12990,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12991,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
12995,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12996,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
12998,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13004,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13007,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13008,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13009,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13010,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13011,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13032,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13042,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13045,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13055,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13067,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13071,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13087,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13097,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13103,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13106,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13109,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
13111,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13115,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13118,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13122,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13132,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13133,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13140,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13165,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13174,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13175,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13177,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13181,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13186,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13194,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13197,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13206,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13209,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13210,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13211,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13215,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13217,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13233,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13243,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13252,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13253,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13258,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13263,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13278,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13283,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13286,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13289,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13290,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13291,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13297,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13307,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13316,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13322,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13324,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13334,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13335,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13337,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13339,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
13356,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13360,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13361,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13362,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13369,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13380,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13389,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13390,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13391,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13392,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13408,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13417,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13418,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13420,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13422,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13428,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13431,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13434,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13439,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13440,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13441,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13453,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13454,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13455,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13460,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13471,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13494,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13499,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13503,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13513,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13518,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
13519,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13520,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13524,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13527,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13534,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
13535,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13541,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13545,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13548,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13549,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13552,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13553,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13554,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13563,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13564,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13565,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13567,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13570,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13575,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13582,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13583,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13601,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13605,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13615,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13621,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13622,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13624,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13625,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13638,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13641,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13648,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13657,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13658,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13659,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13667,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13677,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13682,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13683,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13690,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13691,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13694,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13698,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13699,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13701,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13721,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13722,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13727,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13728,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13738,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13741,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13746,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13749,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13752,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13754,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13764,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
13772,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13776,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13794,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13811,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13812,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13813,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13817,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13818,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13819,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13820,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13822,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13824,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13825,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13827,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13835,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13843,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13845,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13846,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13848,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13855,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13858,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
13859,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13866,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13871,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13874,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13876,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13880,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13882,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13887,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13893,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13896,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13899,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13902,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13905,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13907,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
13910,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13916,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13927,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13951,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13952,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13955,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13956,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13964,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13965,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13968,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13970,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13972,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13976,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13994,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13995,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13997,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
13999,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14002,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
14005,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14017,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14019,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14021,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14023,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14024,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14025,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14028,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14030,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
14036,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14041,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14049,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14050,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14055,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14060,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
14062,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14068,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14075,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
14080,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14083,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14084,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14091,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14100,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14102,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14103,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14107,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14108,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14117,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14119,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
14126,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
