Case ID,Activity,Resource,Complete Timestamp,Variant,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-4511,T04 Determine confirmation of receipt,Resource10,2010/12/03 13:22:49.461,Variant 3,Internet,General,,Resource08,task-2692,complete,Group 3
case-4511,T05 Print and send confirmation of receipt,admin1,2010/12/06 15:39:47.169,Variant 3,Internet,General,,Resource08,task-2703,complete,Group 2
case-4511,End,End,2010/12/06 15:39:47.169,Variant 3,End,End,End,End,End,End,End
case-4512,Confirmation of receipt,Resource02,2010/12/08 18:31:19.128,Variant 1,Internet,General,,Resource02,task-1932,complete,EMPTY
case-4512,T02 Check confirmation of receipt,Resource24,2010/12/22 15:09:43.539,Variant 1,Internet,General,,Resource02,task-3417,complete,EMPTY
case-4512,T04 Determine confirmation of receipt,Resource10,2010/12/22 15:16:11.506,Variant 1,Internet,General,,Resource02,task-5463,complete,Group 3
case-4512,T05 Print and send confirmation of receipt,admin1,2010/12/24 11:01:18.997,Variant 1,Internet,General,,Resource02,task-5466,complete,Group 2
case-4512,T06 Determine necessity of stop advice,Resource02,2011/01/05 16:04:18.521,Variant 1,Internet,General,,Resource02,task-3418,complete,Group 1
case-4512,T10 Determine necessity to stop indication,Resource02,2011/01/05 16:41:43.800,Variant 1,Internet,General,,Resource02,task-6908,complete,Group 1
case-4512,End,End,2011/01/05 16:41:43.800,Variant 1,End,End,End,End,End,End,End
case-4513,Confirmation of receipt,Resource15,2010/12/03 15:23:44.825,Variant 1,Internet,General,,Resource15,task-1933,complete,EMPTY
case-4513,T02 Check confirmation of receipt,Resource15,2010/12/03 15:25:37.215,Variant 1,Internet,General,,Resource15,task-2747,complete,Group 4
case-4513,T04 Determine confirmation of receipt,Resource10,2010/12/03 15:54:23.415,Variant 1,Internet,General,,Resource15,task-2749,complete,Group 3
case-4513,T05 Print and send confirmation of receipt,admin1,2010/12/06 15:24:42.802,Variant 1,Internet,General,,Resource15,task-2754,complete,Group 2
case-4513,T06 Determine necessity of stop advice,Resource15,2010/12/08 10:43:34.084,Variant 1,Internet,General,,Resource15,task-2748,complete,Group 1
case-4513,T10 Determine necessity to stop indication,Resource15,2010/12/08 10:43:49.538,Variant 1,Internet,General,,Resource15,task-3218,complete,Group 1
case-4513,End,End,2010/12/08 10:43:49.538,Variant 1,End,End,End,End,End,End,End
case-4515,Confirmation of receipt,Resource07,2010/12/02 10:14:36.341,Variant 2,Internet,General,,Resource07,task-1938,complete,Group 1
case-4515,T06 Determine necessity of stop advice,Resource07,2010/12/02 10:15:36.139,Variant 2,Internet,General,,Resource07,task-2595,complete,Group 1
case-4515,T10 Determine necessity to stop indication,Resource07,2010/12/02 10:22:48.215,Variant 2,Internet,General,,Resource07,task-2596,complete,Group 1
case-4515,T02 Check confirmation of receipt,Resource07,2010/12/02 10:23:22.313,Variant 2,Internet,General,,Resource07,task-2594,complete,Group 4
case-4515,T04 Determine confirmation of receipt,Resource07,2010/12/02 10:23:38.418,Variant 2,Internet,General,,Resource07,task-2600,complete,Group 3
case-4515,T05 Print and send confirmation of receipt,admin1,2010/12/06 15:33:31.641,Variant 2,Internet,General,,Resource07,task-2601,complete,Group 2
case-4515,End,End,2010/12/06 15:33:31.641,Variant 2,End,End,End,End,End,End,End
case-4516,Confirmation of receipt,Resource17,2010/12/09 12:58:38.877,Variant 49,Internet,General,,Resource17,task-1944,complete,EMPTY
case-4516,T06 Determine necessity of stop advice,Resource17,2010/12/09 13:00:00.659,Variant 49,Internet,General,,Resource17,task-3466,complete,Group 1
case-4516,T10 Determine necessity to stop indication,Resource17,2010/12/09 14:44:21.064,Variant 49,Internet,General,,Resource17,task-3467,complete,Group 1
case-4516,T11 Create document X request unlicensed,Resource17,2011/01/04 12:04:26.169,Variant 49,Internet,General,,Resource17,task-3491,complete,Group 1
case-4516,T12 Check document X request unlicensed,Resource24,2011/01/04 12:58:58.041,Variant 49,Internet,General,,Resource17,task-6670,complete,EMPTY
case-4516,T02 Check confirmation of receipt,Resource17,2011/01/07 09:57:03.458,Variant 49,Internet,General,,Resource17,task-3465,complete,EMPTY
case-4516,T04 Determine confirmation of receipt,Resource17,2011/01/07 09:57:48.917,Variant 49,Internet,General,,Resource17,task-7149,complete,EMPTY
case-4516,T05 Print and send confirmation of receipt,Resource17,2011/01/07 09:58:30.889,Variant 49,Internet,General,,Resource17,task-7150,complete,EMPTY
case-4516,T13 Adjust document X request unlicensed,Resource17,2011/01/07 09:58:41.064,Variant 49,Internet,General,,Resource17,task-6683,complete,Group 1
case-4516,T12 Check document X request unlicensed,Resource17,2011/01/07 09:59:10.268,Variant 49,Internet,General,,Resource17,task-7151,complete,Group 4
case-4516,T14 Determine document X request unlicensed,Resource10,2011/01/07 12:28:15.929,Variant 49,Internet,General,,Resource17,task-7152,complete,EMPTY
case-4516,T15 Print document X request unlicensed,Resource17,2011/01/10 12:01:52.812,Variant 49,Internet,General,,Resource17,task-7223,complete,Group 2
case-4516,End,End,2011/01/10 12:01:52.812,Variant 49,End,End,End,End,End,End,End
case-4517,Confirmation of receipt,Resource01,2010/12/15 11:50:08.645,Variant 3,Internet,General,,Resource01,task-1949,complete,EMPTY
case-4517,T02 Check confirmation of receipt,Resource01,2010/12/15 11:50:35.547,Variant 3,Internet,General,,Resource01,task-4422,complete,Group 4
case-4517,T06 Determine necessity of stop advice,Resource01,2010/12/15 11:51:42.943,Variant 3,Internet,General,,Resource01,task-4423,complete,Group 1
case-4517,T10 Determine necessity to stop indication,Resource01,2010/12/15 11:52:34.597,Variant 3,Internet,General,,Resource01,task-4425,complete,Group 1
case-4517,T04 Determine confirmation of receipt,Resource19,2010/12/16 10:39:16.015,Variant 3,Internet,General,,Resource01,task-4424,complete,EMPTY
case-4517,T05 Print and send confirmation of receipt,admin1,2010/12/17 11:17:19.301,Variant 3,Internet,General,,Resource01,task-4627,complete,Group 2
case-4517,End,End,2010/12/17 11:17:19.301,Variant 3,End,End,End,End,End,End,End
case-4518,Confirmation of receipt,Resource05,2010/12/06 12:09:48.632,Variant 50,Internet,General,,Resource05,task-1950,complete,EMPTY
case-4518,T02 Check confirmation of receipt,Resource05,2010/12/06 12:10:28.555,Variant 50,Internet,General,,Resource05,task-2884,complete,Group 4
case-4518,T04 Determine confirmation of receipt,Resource05,2010/12/06 12:11:12.638,Variant 50,Internet,General,,Resource05,task-2886,complete,Group 3
case-4518,T06 Determine necessity of stop advice,Resource05,2010/12/06 12:11:52.086,Variant 50,Internet,General,,Resource05,task-2885,complete,Group 1
case-4518,T10 Determine necessity to stop indication,Resource05,2010/12/06 12:12:27.556,Variant 50,Internet,General,,Resource05,task-2888,complete,Group 1
case-4518,T05 Print and send confirmation of receipt,Resource05,2010/12/06 12:13:36.416,Variant 50,Internet,General,,Resource05,task-2887,complete,Group 2
case-4518,T11 Create document X request unlicensed,Resource05,2010/12/06 12:19:56.774,Variant 50,Internet,General,,Resource05,task-2891,complete,EMPTY
case-4518,T12 Check document X request unlicensed,Resource05,2010/12/13 10:58:10.924,Variant 50,Internet,General,,Resource05,task-2907,complete,Group 4
case-4518,T14 Determine document X request unlicensed,Resource05,2010/12/13 10:58:45.641,Variant 50,Internet,General,,Resource05,task-3757,complete,Group 3
case-4518,T15 Print document X request unlicensed,Resource05,2010/12/13 11:05:15.164,Variant 50,Internet,General,,Resource05,task-3758,complete,Group 2
case-4518,End,End,2010/12/13 11:05:15.164,Variant 50,End,End,End,End,End,End,End
case-4519,Confirmation of receipt,Resource01,2010/12/15 12:14:18.499,Variant 3,Internet,General,,Resource01,task-1951,complete,EMPTY
case-4519,T02 Check confirmation of receipt,Resource01,2010/12/15 12:14:33.948,Variant 3,Internet,General,,Resource01,task-4442,complete,Group 4
case-4519,T06 Determine necessity of stop advice,Resource01,2010/12/15 12:15:38.180,Variant 3,Internet,General,,Resource01,task-4443,complete,Group 1
case-4519,T10 Determine necessity to stop indication,Resource01,2010/12/15 12:16:02.558,Variant 3,Internet,General,,Resource01,task-4448,complete,Group 1
case-4519,T04 Determine confirmation of receipt,Resource19,2010/12/16 10:26:15.178,Variant 3,Internet,General,,Resource01,task-4444,complete,EMPTY
case-4519,T05 Print and send confirmation of receipt,admin1,2010/12/17 11:15:45.864,Variant 3,Internet,General,,Resource01,task-4622,complete,Group 2
case-4519,End,End,2010/12/17 11:15:45.864,Variant 3,End,End,End,End,End,End,End
case-4526,Confirmation of receipt,Resource08,2010/12/03 16:47:30.578,Variant 1,Internet,General,,Resource08,task-1958,complete,EMPTY
case-4526,T02 Check confirmation of receipt,Resource08,2010/12/03 16:54:20.198,Variant 1,Internet,General,,Resource08,task-2763,complete,Group 4
case-4526,T04 Determine confirmation of receipt,Resource10,2010/12/06 09:23:21.296,Variant 1,Internet,General,,Resource08,task-2765,complete,Group 3
case-4526,T05 Print and send confirmation of receipt,admin1,2010/12/06 15:26:34.572,Variant 1,Internet,General,,Resource08,task-2788,complete,Group 2
case-4526,T06 Determine necessity of stop advice,Resource08,2010/12/09 15:25:07.465,Variant 1,Internet,General,,Resource08,task-2764,complete,Group 1
case-4526,T10 Determine necessity to stop indication,Resource08,2010/12/21 12:48:46.252,Variant 1,Internet,General,,Resource08,task-3497,complete,Group 1
case-4526,End,End,2010/12/21 12:48:46.252,Variant 1,End,End,End,End,End,End,End
case-4527,Confirmation of receipt,Resource02,2011/01/11 08:47:45.213,Variant 1,Internet,General,,Resource02,task-1959,complete,EMPTY
case-4527,T02 Check confirmation of receipt,Resource02,2011/01/11 08:54:35.176,Variant 1,Internet,General,,Resource02,task-7511,complete,EMPTY
case-4527,T04 Determine confirmation of receipt,Resource10,2011/01/11 09:14:59.202,Variant 1,Internet,General,,Resource02,task-7513,complete,Group 3
case-4527,T05 Print and send confirmation of receipt,admin1,2011/01/11 10:16:51.017,Variant 1,Internet,General,,Resource02,task-7519,complete,Group 2
case-4527,T06 Determine necessity of stop advice,Resource02,2011/01/11 13:32:45.042,Variant 1,Internet,General,,Resource02,task-7512,complete,Group 1
case-4527,T10 Determine necessity to stop indication,Resource02,2011/01/11 13:33:06.980,Variant 1,Internet,General,,Resource02,task-7678,complete,Group 1
case-4527,End,End,2011/01/11 13:33:06.980,Variant 1,End,End,End,End,End,End,End
case-4529,Confirmation of receipt,Resource02,2010/12/03 14:39:15.425,Variant 1,Internet,General,,Resource02,task-1961,complete,EMPTY
case-4529,T02 Check confirmation of receipt,Resource04,2010/12/06 12:03:30.734,Variant 1,Internet,General,,Resource02,task-2720,complete,EMPTY
case-4529,T04 Determine confirmation of receipt,Resource10,2010/12/06 12:52:41.561,Variant 1,Internet,General,,Resource02,task-2878,complete,Group 3
case-4529,T05 Print and send confirmation of receipt,admin1,2010/12/06 16:10:14.038,Variant 1,Internet,General,,Resource02,task-2955,complete,Group 2
case-4529,T06 Determine necessity of stop advice,Resource02,2010/12/07 15:32:16.240,Variant 1,Internet,General,,Resource02,task-2721,complete,Group 1
case-4529,T10 Determine necessity to stop indication,Resource02,2010/12/07 15:32:36.452,Variant 1,Internet,General,,Resource02,task-3125,complete,Group 1
case-4529,End,End,2010/12/07 15:32:36.452,Variant 1,End,End,End,End,End,End,End
case-4532,Confirmation of receipt,Resource05,2010/12/06 12:47:02.080,Variant 51,Internet,General,,Resource05,task-1967,complete,EMPTY
case-4532,T02 Check confirmation of receipt,Resource05,2010/12/06 12:48:57.302,Variant 51,Internet,General,,Resource05,task-2943,complete,Group 4
case-4532,T04 Determine confirmation of receipt,Resource05,2010/12/06 12:49:16.129,Variant 51,Internet,General,,Resource05,task-2947,complete,Group 3
case-4532,T07-5 Draft intern advice aspect 5,Resource05,2010/12/06 12:50:30.956,Variant 51,Internet,General,,Resource05,task-2950,complete,Group 1
case-4532,T07-5 Draft intern advice aspect 5,Resource05,2010/12/06 12:52:06.628,Variant 51,Internet,General,,Resource05,task-2952,complete,Group 1
case-4532,T07-5 Draft intern advice aspect 5,Resource05,2010/12/06 12:55:50.234,Variant 51,Internet,General,,Resource05,task-2957,complete,Group 1
case-4532,T06 Determine necessity of stop advice,Resource05,2010/12/06 12:56:03.915,Variant 51,Internet,General,,Resource05,task-2963,complete,Group 1
case-4532,T10 Determine necessity to stop indication,Resource05,2010/12/06 12:56:22.116,Variant 51,Internet,General,,Resource05,task-2964,complete,Group 1
case-4532,T05 Print and send confirmation of receipt,admin1,2010/12/06 16:04:27.090,Variant 51,Internet,General,,Resource05,task-2948,complete,Group 2
case-4532,End,End,2010/12/06 16:04:27.090,Variant 51,End,End,End,End,End,End,End
case-4533,Confirmation of receipt,Resource02,2010/12/03 14:53:37.924,Variant 1,Internet,General,,Resource02,task-1968,complete,EMPTY
case-4533,T02 Check confirmation of receipt,Resource04,2010/12/03 14:58:47.227,Variant 1,Internet,General,,Resource02,task-2728,complete,EMPTY
case-4533,T04 Determine confirmation of receipt,Resource10,2010/12/03 15:47:50.288,Variant 1,Internet,General,,Resource02,task-2734,complete,Group 3
case-4533,T05 Print and send confirmation of receipt,admin1,2010/12/06 15:22:14.802,Variant 1,Internet,General,,Resource02,task-2751,complete,Group 2
case-4533,T06 Determine necessity of stop advice,Resource02,2010/12/16 12:18:58.845,Variant 1,Internet,General,,Resource02,task-2729,complete,Group 1
case-4533,T10 Determine necessity to stop indication,Resource02,2010/12/16 12:19:20.894,Variant 1,Internet,General,,Resource02,task-4657,complete,Group 1
case-4533,End,End,2010/12/16 12:19:20.894,Variant 1,End,End,End,End,End,End,End
case-4534,Confirmation of receipt,Resource01,2010/12/14 10:58:30.806,Variant 3,Internet,General,,Resource01,task-1978,complete,EMPTY
case-4534,T02 Check confirmation of receipt,Resource01,2010/12/14 11:00:36.354,Variant 3,Internet,General,,Resource01,task-4065,complete,Group 4
case-4534,T06 Determine necessity of stop advice,Resource01,2010/12/14 11:02:44.613,Variant 3,Internet,General,,Resource01,task-4066,complete,Group 1
case-4534,T10 Determine necessity to stop indication,Resource01,2010/12/14 11:04:17.190,Variant 3,Internet,General,,Resource01,task-4070,complete,Group 1
case-4534,T04 Determine confirmation of receipt,Resource19,2010/12/15 12:10:14.646,Variant 3,Internet,General,,Resource01,task-4067,complete,EMPTY
case-4534,T05 Print and send confirmation of receipt,admin1,2010/12/15 15:14:01.720,Variant 3,Internet,General,,Resource01,task-4440,complete,Group 2
case-4534,End,End,2010/12/15 15:14:01.720,Variant 3,End,End,End,End,End,End,End
case-4537,Confirmation of receipt,Resource12,2010/12/14 16:08:54.503,Variant 52,Internet,General,,Resource12,task-1984,complete,EMPTY
case-4537,T02 Check confirmation of receipt,Resource10,2010/12/17 11:19:10.470,Variant 52,Internet,General,,Resource12,task-4240,complete,Group 4
case-4537,T04 Determine confirmation of receipt,Resource10,2010/12/17 11:21:30.318,Variant 52,Internet,General,,Resource12,task-4776,complete,Group 3
case-4537,T05 Print and send confirmation of receipt,admin1,2010/12/17 11:23:50.542,Variant 52,Internet,General,,Resource12,task-4789,complete,Group 2
case-4537,T07-5 Draft intern advice aspect 5,Resource12,2011/01/13 16:04:16.192,Variant 52,Internet,General,,Resource12,task-6051,complete,Group 1
case-4537,T06 Determine necessity of stop advice,Resource12,2011/01/13 16:04:49.935,Variant 52,Internet,General,,Resource12,task-8183,complete,Group 1
case-4537,T10 Determine necessity to stop indication,Resource12,2011/01/31 12:01:18.270,Variant 52,Internet,General,,Resource12,task-8184,complete,Group 1
case-4537,T16 Report reasons to hold request,Resource12,2011/02/15 15:40:08.631,Variant 52,Internet,General,,Resource12,task-10157,complete,Group 1
case-4537,T17 Check report Y to stop indication,Resource12,2011/02/15 15:40:44.022,Variant 52,Internet,General,,Resource12,task-12325,complete,Group 4
case-4537,T19 Determine report Y to stop indication,Resource12,2011/02/15 15:43:16.487,Variant 52,Internet,General,,Resource12,task-12326,complete,EMPTY
